route	page	station	platform	usable length [m]	notes
SC	0213	Easterhouse	1	123	Down Platform
SC	0213	Easterhouse	2	127	Up Platform
SC	0213	East Linton	1	164	Up Platform
SC	0213	East Linton	2	164	Down Platform
SC	0213	Edinburgh	1	156	Up & Down Bi-Directional Platform
SC	0213	Edinburgh	2	261	Up & Down Bi-Directional Platform
SC	0213	Edinburgh	3	119	Bay Platform
SC	0213	Edinburgh	4	206	Bay Platform
SC	0213	Edinburgh	5	275	Bay Platform
SC	0213	Edinburgh	6	275	Bay Platform
SC	0213	Edinburgh	7	222	Up & Down Bi-Directional Platform
SC	0213	Edinburgh	8	293	Up & Down Bi-Directional Platform
SC	0213	Edinburgh	9	289	Up & Down Bi-Directional Platform
SC	0213	Edinburgh	10	221	Up & Down Bi-Directional Platform
SC	0213	Edinburgh	11	239	Up & Down Bi-Directional Platform
SC	0213	Edinburgh	12	190	Bay Platform
SC	0213	Edinburgh	13	151	Bay Platform
SC	0213	Edinburgh	14	212	Bay Platform
SC	0213	Edinburgh	15	201	Bay Platform
SC	0213	Edinburgh	16	197	Bay Platform
SC	0213	Edinburgh	17	196	Bay Platform
SC	0213	Edinburgh	18	109	Bay Platform
SC	0213	Edinburgh	19	261	Up & Down Bi-Directional Platform
SC	0213	Edinburgh	20	156	Up & Down Bi-Directional Platform
SC	0213	Edinburgh	1+20	385	Combined Up & Down Bi-Directional Platform
SC	0213	Edinburgh	2+19	595	Combined Up & Down Bi-Directional Platform
SC	0213	Edinburgh	7+11	542	Combined Up & Down Bi-Directional Platform
SC	0213	Edinburgh Gateway	1 & 2	265	Up Platform 1 / Down Platform 2
SC	0213	Edinburgh Park	1 & 2	148	Up Platform 1 / Down Platform 2
SC	0213	Elgin	1	160	Bi-Directional Mainline Platform
SC	0213	Elgin	2	161	Bi-Directional Loop Platform
SC	0213	Eskbank		160	Single Platform
SC	0214	Exhibition Centre	1	130	Up Platform
SC	0214	Exhibition Centre	2	144	Down Platform
SC	0214	Fairlie		130	Single Platform
SC	0214	Falkirk Grahamston	1 & 2	152	Up Platform 1 / Down Platform 2
SC	0214	Falkirk High	1 & 2	195	Up Platform 1 / Down Platform 2
SC	0214	Falls Of Cruachan		66	Single Platform
SC	0214	Fauldhouse	1	128	Down Platform
SC	0214	Fauldhouse	2	137	Up Platform
SC	0214	Fearn		136	Single Platform
SC	0214	Forres	1	160	Bi-Directional Mainline Platform
SC	0214	Forres	2	160	Bi-Directional Loop Platform
SC	0214	Forsinard	1	76	Up Platform
SC	0214	Forsinard	2	72	Down Platform
SC	0214	Fort Matilda	1	181	Up Platform
SC	0214	Fort Matilda	2	147	Down Platform
SC	0214	Fort William	1 & 2	212	Bay Platforms
SC	0214	Galashiels		160	Single Platform
SC	0214	Garelochhead	1 & 2	150	Up Platform 1 / Down Platform 2
SC	0214	Garrowhill	1 & 2	128	Down Platform 1 / Up Platform 2
SC	0214	Garscadden	1 & 2	128	Up Platform 1 / Down Platform 2
SC	0214	Gartcosh	1 & 2	148	Down Platform 1 / Up Platform 2
SC	0214	Garve	1 & 2	104	Up Platform 1 / Down Platform 2
SC	0214	Georgemas		116	Single Platform
SC	0214	Gilshochill	1 & 2	110	Up Platform 1 / Down Platform 2
SC	0214	Giffnock	1 & 2	144	Down Platform 1 / Up Platform 2
SC	0214	Girvan	1	212	Up Platform – Bi-Directional
SC	0214	Girvan	2	218	Down Platform
SC	0214	Glasgow Central	1	279	Bay Platform
SC	0214	Glasgow Central	2	292	Bay Platform
SC	0214	Glasgow Central	3	166	Bay Platform
SC	0214	Glasgow Central	4	165	Bay Platform
SC	0214	Glasgow Central	5	142	Bay Platform
SC	0214	Glasgow Central	6 & 7	130	Bay Platform
SC	0214	Glasgow Central	8	124	Bay Platform
SC	0214	Glasgow Central	9	286	Bay Platform
SC	0214	Glasgow Central	10	276	Bay Platform
SC	0214	Glasgow Central	11	353	Bay Platform - Normal length 244, trains longer than this must give prior notice to Station Shift Manager
SC	0214	Glasgow Central	12	149	Bay Platform
SC	0214	Glasgow Central	13	149	Bay Platform
SC	0214	Glasgow Central	14	193	Bay Platform
SC	0214	Glasgow Central	15	235	Bay Platform
SC	0214	Glasgow Central Low Level	16 & 17	135	Up Platform 16 / Down Platform 17
SC	0214	Glasgow Queen Street High Level	1	98	Bay Platform
SC	0214	Glasgow Queen Street High Level	2	171	Bay Platform
SC	0214	Glasgow Queen Street High Level	3 & 4	196	Bay Platform
SC	0214	Glasgow Queen Street High Level	5	171	Bay Platform
SC	0214	Glasgow Queen Street High Level	6	147	Bay Platform
SC	0214	Glasgow Queen Street High Level	7	196	Bay Platform
SC	0214	Glasgow Queen Street Low Level	8 & 9	135	Down Platform 8 / Up Platform 9
SC	0214	Gleneagles	1	201	Up Platform
SC	0215	Gleneagles	2	203	Down Platform
SC	0215	Glenfinnan	1 & 2	75	Down Platform 1 / Up Platform 2
SC	0215	Glengarnock	1 & 2	131	Up Platform 1 / Down Platform 2
SC	0215	Glenrothes With Thornton	1	147	Bi-Directional South Curve Platform
SC	0215	Glenrothes With Thornton	2	147	Bi-Directional North Curve Platform
SC	0215	Golf Street	1 & 2	66	Up Platform 1 / Down Platform 2
SC	0215	Golspie		139	Single Platform
SC	0215	Gorebridge		160	Single Platform
SC	0215	Gourock	1	244	Bay Platform
SC	0215	Gourock	2 & 3	182	Bay Platform
SC	0215	Greenfaulds	1 & 2	120	Up Platform 1 / Down Platform 2
SC	0215	Greenock Central	1	189	Up Platform
SC	0215	Greenock Central	2	202	Down Platform
SC	0215	Greenock West	1	141	Up Platform
SC	0215	Greenock West	2	147	Down Platform
SC	0215	Gretna Green	1	112	Up Platform
SC	0215	Gretna Green	2	112	Down Platform
SC	0215	Hairmyres		144	Single Platform
SC	0215	Hamilton Central	1	133	Down Platform
SC	0215	Hamilton Central	2	193	Up Platform
SC	0215	Hamilton West	1	159	Down Platform
SC	0215	Hamilton West	2	162	Up Platform
SC	0215	Hartwood	1	134	Down Platform
SC	0215	Hartwood	2	128	Up Platform
SC	0215	Hawkhead		110	Single Platform
SC	0215	Haymarket	0	194	Bay Platform
SC	0215	Haymarket	1	185	Up Platform
SC	0215	Haymarket	2	233	Down Platform - Down trains: 233m, with restricted access / egress for rear most 10 metres
SC	0215	Haymarket	3	229	Up Platform
SC	0215	Haymarket	4	235	Down Platform
SC	0215	Helensburgh Central	1	188	Bay Platform
SC	0215	Helensburgh Central	2	203	Bay Platform
SC	0215	Helensburgh Central	3	177	Bay Platform
SC	0215	Helensburgh Upper		149	Single Platform
SC	0215	Helmsdale	1	134	Up Platform
SC	0215	Helmsdale	2	140	Down Platform
SC	0215	High Street	1	152	Down Platform
SC	0215	High Street	2	156	Up Platform
SC	0215	Hillfoot	1	140	Up Platform
SC	0215	Hillfoot	2	142	Down Platform
SC	0215	Hillington East	1 & 2	151	Up Platform 1 / Down Platform 2
SC	0215	Hillington West	1 & 2	186	Up Platform 1 / Down Platform 2
SC	0215	Holytown	1	143	Down Platform
SC	0215	Holytown	2	136	Up Platform
SC	0215	Howwood	1 & 2	140	Up Platform 1 / Down Platform 2
SC	0215	Huntly	1	160	Bi-Directional Loop Platform
SC	0215	Huntly	2	183	Bi-Directional Mainline Platform
SC	0215	Hyndland	2	128	Down Platform
SC	0215	Hyndland	1	131	Up Platform
SC	0215	IBM		124	Single Platform
SC	0216	Insch	1	130	Down Platform
SC	0216	Insch	2	128	Up Platform
SC	0216	Invergordon	1	163	Up Platform
SC	0216	Invergordon	2	177	Down Platform
SC	0216	Invergowrie	1	64	Up Platform
SC	0216	Invergowrie	2	70	Down Platform
SC	0216	Inverkeithing	1	188	Up Platform
SC	0216	Inverkeithing	2	190	Down Platform
SC	0216	Inverkip		130	Single Platform
SC	0216	Inverness	1	272	Bay Platform
SC	0216	Inverness	2	305	Bay Platform
SC	0216	Inverness	3	161	Bay Platform
SC	0216	Inverness	4	164	Bay Platform
SC	0216	Inverness	5	104	Bay Platform
SC	0216	Inverness	6	105	Bay Platform
SC	0216	Inverness	7	102	Bay Platform - No watering facilities
SC	0216	Inverness Airport	1	160	
SC	0216	Inverness Airport	2	160	
SC	0216	Invershin		94	Single Platform
SC	0216	Inverurie	1	172	Bi-Directional Mainline Platform
SC	0216	Inverurie	2	183	Bi-Directional Loop Platform
SC	0216	Irvine	1 & 2	170	Up Platform 1 / Down Platform 2
SC	0216	Johnstone	1 & 2	170	Up Platform 1 / Down Platform 2
SC	0216	Jordanhill	1 & 2	140	Up Platform 1 / Down Platform 2
SC	0216	Keith		181	Single Platform
SC	0216	Kelvindale		140	Single Platform
SC	0216	Kennishead	1	128	Down Platform
SC	0216	Kennishead	2	124	Up Platform
SC	0216	Kildonan		58	Single Platform
SC	0216	Kilmarnock	1	155	Bay Platform
SC	0216	Kilmarnock	2	127	Bay Platform
SC	0216	Kilmarnock	3	268	Up & Down Bi-Directional Platform
SC	0216	Kilmarnock	4	218	Up & Down Bi-Directional Platform
SC	0216	Kilmaurs		121	Single Platform
SC	0216	Kilpatrick	1	132	Up Platform
SC	0216	Kilpatrick	2	146	Down Platform
SC	0216	Kinbrace		91	Single Platform
SC	0216	Kilwinning	1	165	Up Platform
SC	0216	Kilwinning	2	169	Up & Down Bi-Directional Platform
SC	0216	Kilwinning	3	177	Up & Down Bi-Directional Platform
SC	0216	Kilwinning	4	177	Down Platform
SC	0216	King’s Park	1 & 2	183	Down Platform 1 / Up Platform 2
SC	0216	Kinghorn	1 & 2	147	Up Platform 1 / Down Platform 2
SC	0216	Kingsknowe	1	93	Up Platform
SC	0216	Kingsknowe	2	94	Down Platform
SC	0216	Kingussie	1	253	Down Platform – Bi-Directional
SC	0216	Kingussie	2	269	Up Platform
SC	0216	Kintore	1 & 2	160	
SC	0216	Kirkcaldy	1	193	Up Platform
SC	0216	Kirkcaldy	2	217	Down Platform
SC	0216	Kirkconnel	1	105	Down Platform
SC	0216	Kirkconnel	2	99	Up Platform
SC	0217	Kirkhill	1	137	Down Platform
SC	0217	Kirkhill	2	139	Up Platform
SC	0217	Kirknewton	1	99	Up Platform
SC	0217	Kirknewton	2	169	Down Platform
SC	0217	Kirkwood	1	102	Down Platform
SC	0217	Kirkwood	2	110	Up Platform
SC	0217	Kyle Of Lochalsh	1 & 2	183	Bay Platforms
SC	0217	Ladybank	2	179	Down Platform – Bi-Directional to/from Newburgh
SC	0217	Ladybank	1	137	Up Platform
SC	0217	Lairg	1	114	Down Platform
SC	0217	Lairg	2	118	Up Platform
SC	0217	Lanark	1	145	Bay Platform
SC	0217	Lanark	2	151	Bay Platform
SC	0217	Langbank	1 & 2	136	Up Platform 1 / Down Platform 2
SC	0217	Langside	1	151	Down Platform
SC	0217	Langside	2	149	Up Platform
SC	0217	Larbert	1 & 2	147	Up Platform 1 / Down Platform 2
SC	0217	Largs	1 & 2	170	Bay Platforms
SC	0217	Larkhall	1 & 2	155	Bay Platforms
SC	0217	Laurencekirk	1 & 2	147	Up Platform 1 / Down Platform 2
SC	0217	Lenzie	1	160	Up Platform
SC	0217	Lenzie	2	170	Down Platform
SC	0217	Leuchars	1	206	Up Platform
SC	0217	Leuchars	2	285	Down Platform
SC	0217	Leven	1 & 2	205	
SC	0217	Linlithgow	1 & 2	195	Up Platform 1 / Down Platform 2
SC	0217	Livingston North	1	148	Up Platform
SC	0217	Livingston North	2	160	Down Platform
SC	0217	Livingston South	1 & 2	120	Down Platform 1 / Up Platform 2
SC	0217	Loch Awe		123	Single Platform
SC	0217	Loch Eil O.B.		28	Single Platform
SC	0217	Lochailort		76	Single Platform
SC	0217	Locheilside		75	Single Platform
SC	0217	Lochgelly	1 & 2	147	Up Platform 1 / Down Platform 2
SC	0217	Lochluichart		74	Single Platform
SC	0217	Lochwinnoch	1 & 2	127	Up Platform 1 / Down Platform 2
SC	0217	Lockerbie	1	308	Down Platform
SC	0217	Lockerbie	2	302	Up Platform
SC	0217	Longniddry	1 & 2	131	Up Platform 1 / Down Platform 2
SC	0217	Mallaig	1	127	Bay Platform
SC	0217	Mallaig	2	109	Bay Platform
SC	0217	Markinch	1	148	Up Platform
SC	0217	Markinch	2	173	Down Platform
SC	0217	Maryhill	1 & 2	110	Up Platform 1 / Down Platform 2
SC	0217	Maxwell Park	1	154	Up Platform
SC	0217	Maxwell Park	2	150	Down Platform
SC	0217	Maybole		141	Single Platform
SC	0217	Merryton		130	Single Platform
SC	0217	Milliken Park	1 & 2	130	Up Platform 1 / Down Platform 2
SC	0217	Milngavie	1 & 2	205	Bay Platforms
SC	0217	Monifieth	1	117	Up Platform
SC	0218	Monifieth	2	116	Down Platform
SC	0218	Montrose	1	253	Up Platform – Bi-Directional
SC	0218	Montrose	2	215	Down Platform
SC	0218	Morar		75	Single Platform
SC	0218	Mosspark		118	Single Platform
SC	0218	Motherwell	1	275	Up Platform
SC	0218	Motherwell	2	274	Down Platform
SC	0218	Motherwell	3	251	Down Platform – Bi-Directional
SC	0218	Motherwell	4	162	Up Platform – Bi-Directional
SC	0218	Mount Florida	1 & 2	145	Down Platform 1 / Up Platform 2
SC	0218	Mount Vernon	1 & 2	110	Down Platform 1 / Up Platform 2
SC	0218	Muir Of Ord	1 & 2	209	Up Platform 1 / Down Platform 2
SC	0218	Muirend	1 & 2	180	Down Platform 1 / Up Platform 2
SC	0218	Musselburgh	1 & 2	120	Up Platform 1 / Down Platform 2
SC	0218	Nairn	1	354	Bi-Directional Mainline Platform
SC	0218	Nairn	2	239	Up Platform 2 (Loop)
SC	0218	Neilston	1	144	Down Platform
SC	0218	Neilston	2	136	Up Platform
SC	0218	Newcraighall		143	Single Platform
SC	0218	New Cumnock	1 & 2	111	Down Platform 1 / Up Platform 2
SC	0218	Newton	1 & 2	137	Down Platform 1 / Up Platform 2 – Bi- Directional
SC	0218	Newton On Ayr	1 & 2	131	Up Platform 1 / Down Platform 2
SC	0218	Newtongrange		160	Single Platform
SC	0218	Newtonmore		212	Single Platform
SC	0218	Nitshill	1	138	Down Platform
SC	0218	Nitshill	2	139	Up Platform
SC	0218	North Berwick		148	Single Bay Platform
SC	0218	North Queensferry	1 & 2	147	Up Platform 1 / Down Platform 2
SC	0218	Oban	3	187	
SC	0218	Oban	4	237	
SC	0218	Paisley Canal		105	Single Bay Platform
SC	0218	Paisley Gilmour Street	1	250	Up & Down Bi-Directional Platform
SC	0218	Paisley Gilmour Street	2	231	Up & Down Bi-Directional Platform
SC	0218	Paisley Gilmour Street	3 and 4	251	Up & Down Bi-Directional Platform
SC	0218	Paisley St. James	1 & 2	175	Up Platform 1 / Down Platform 2
SC	0218	Partick	1	129	Up Platform
SC	0218	Partick	2	133	Down Platform
SC	0218	Patterton	1	148	Down Platform
SC	0218	Patterton	2	180	Up Platform
SC	0218	Perth	1	219	Up Platform
SC	0218	Perth	2	181	Down Platform
SC	0218	Perth	3	116	Bay Platform * Usable length between signal P98 and buffers is 230m
SC	0218	Perth	4	473	Up & Down Bi-Directional Platform
SC	0218	Perth	5	222	Bay Platform
SC	0218	Perth	6	170	Bay Platform
SC	0218	Perth	7	433	Up & Down Bi-Directional Platform
SC	0219	Pitlochry	1	245	Up platform (total length)
SC	0219	Pitlochry		180	Up platform (Down direction standage within signal)
SC	0219	Pitlochry		175	Up platform (Up direction standage within signal)
SC	0219	Pitlochry	2	245	Down platform (total length)
SC	0219	Pitlochry		175	Down Platform (Down direction standage within signal)
SC	0219	Pitlochry		175	Down platform (Up direction standage within signal)
SC	0219	Plockton		132	Single Platform
SC	0219	Pollokshaws East	1	140	Up Platform
SC	0219	Pollokshaws East	2	138	Down Platform
SC	0219	Pollokshaws West	1	151	Down Platform
SC	0219	Pollokshaws West	2	151	Up Platform
SC	0219	Pollokshields East	1	121	Down Platform
SC	0219	Pollokshields East	2	146	Up Platform
SC	0219	Pollokshields West	1 & 2	152	Up Platform 1 / Down Platform 2
SC	0219	Polmont	1 & 2	195	Up Platform 1 / Down Platform 2
SC	0219	Port Glasgow	1	199	Up Platform
SC	0219	Port Glasgow	2	226	Down Platform
SC	0219	Portlethen	1 & 2	118	Up Platform 1 / Down Platform 2
SC	0219	Possilpark	1 & 2	110	Up Platform 1 / Down Platform 2
SC	0219	Prestonpans	1	134	Up Platform
SC	0219	Prestonpans	2	185	Down Platform
SC	0219	Prestwick Town	1	178	Up Platform
SC	0219	Prestwick Town	2	175	Down Platform
SC	0219	Prestwick International	1 & 2	165	Up Platform 1 / Down Platform 2
SC	0219	Priesthill & Darnley	1 & 2	109	Down Platform 1 / Up Platform 2
SC	0219	Queens Park	1	134	Down Platform
SC	0219	Queens Park	2	136	Up Platform
SC	0219	Rannoch	1 & 2	115	Down Platform 1 / Up Platform 2
SC	0219	Renton		138	Single Platform
SC	0219	Reston	1 & 2	270	Up Platform 1 / Down Platform 2
SC	0219	Robroyston	1 & 2	150	Down Platform 1 / Up Platform 2
SC	0219	Rogart	1	135	Up Platform
SC	0219	Rogart	2	101	Down Platform
SC	0219	Rosyth	1 & 2	182	Up Platform 1 / Down Platform 2
SC	0219	Roy Bridge		112	Single Platform
SC	0219	Rutherglen	1	134	Down Platform
SC	0219	Rutherglen	2	128	Up Platform
SC	0219	Saltcoats	1 & 2	170	Up Platform 1 / Down Platform 2
SC	0219	Sanquhar	1 & 2	111	Down Platform 1 / Up Platform 2
SC	0219	Scotscalder		77	Single Platform
SC	0219	Scotstounhill	1 & 2	148	Up Platform 1 / Down Platform 2
SC	0219	Shawlands	1 & 2	155	Up Platform 1 / Down Platform 2
SC	0219	Shawfair	1 & 2	160	Down Platform 1 / Up Platform 2
SC	0219	Shettleston	1 & 2	161	Down Platform 1 / Up Platform 2
SC	0219	Shieldmuir	1 & 2	132	Down Platform 1 (Bi-Directional) / Up Platform 2
SC	0219	Shotts	1	148	Down Platform
SC	0219	Shotts	2	152	Up Platform
SC	0219	Singer	1 & 2	182	Up Platform 1 / Down Platform 2
SC	0219	Slateford	1	153	Up Platform
SC	0220	Slateford	2	183.0	Down Platform
SC	0220	South Gyle	1 & 2	147.0	Up Platform 1 / Down Platform 2
SC	0220	Spean Bridge	1	178.0	Down Platform
SC	0220	Spean Bridge	2	117.0	Up Platform
SC	0220	Springburn	1	139.0	Up Platform (Bi-Directional)
SC	0220	Springburn	2	155.0	Down Platform (Bi-Directional)
SC	0220	Springburn	3	135.0	Bay Platform
SC	0220	Springburn	4	186.0	Bay Platform
SC	0220	Springfield	1	109.0	Up Platform
SC	0220	Springfield	2	114.0	Down Platform
SC	0220	Stepps	1 & 2	120.0	Down Platform 1 / Up Platform 2
SC	0220	Stevenson	1	170.0	Up Platform
SC	0220	Stevenson	2	132.0	Down Platform
SC	0220	Stewarton	1	165.0	Up Platform – Bi-Directional
SC	0220	Stewarton	2	165.0	Down Platform – Bi-Directional
SC	0220	Stirling	2	301.0	Down Platform
SC	0220	Stirling	3	255.0	Up Platform
SC	0220	Stirling	4 and 5	165.0	Bay Platform
SC	0220	Stirling	6	254.0	Up & Down Bi-Directional Platform
SC	0220	Stirling	7 and 8	105.0	Bay Platforms
SC	0220	Stirling	9	234.0	Up Platform
SC	0220	Stirling	10	235.0	Bay Platform
SC	0220	Stonehaven	1	173.0	Up Platform
SC	0220	Stonehaven	2	185.0	Down Platform
SC	0220	Stranraer	1	146.0	Bay Platform
SC	0220	Stranraer	2	135.0	Bay Platform
SC	0220	Strathcarron	1	74.0	Up Platform
SC	0220	Strathcarron	2	61.0	Down Platform
SC	0220	Stromeferry		169.0	Single Platform
SC	0220	Stow	1 & 2	160.0	Down Platform 1 / Up Platform 2
SC	0220	Summerston	1 & 2	110.0	Up Platform 1 / Down Platform 2
SC	0220	Tain	1	149.0	Up Platform
SC	0220	Tain	2	156.0	Down Platform
SC	0220	Taynuilt	1 & 2	126.0	Up Platform 1 / Down Platform 2
SC	0220	Thornliebank	1 & 2	160.0	Down Platform 1 / Up Platform 2
SC	0220	Thorntonhall		144.0	Single Platform
SC	0220	Thurso		186.0	Single Bay Platform
SC	0220	Troon	1	170.0	Up Platform
SC	0220	Troon	2	167.0	Down Platform
SC	0220	Tulloch	1 & 2	108.0	Up Platform 1 / Down Platform 2
SC	0220	Tweedbank	1 & 2	228.0	Bay Platforms
SC	0220	Tyndrum Lower		87.0	Single Platform
SC	0220	Uddingston	1	133.0	Down Platform
SC	0220	Uddingston	2	134.0	Up Platform
SC	0220	Uphall	1 & 2	160.0	Up Platform 1 / Down Platform 2
SC	0220	Upper Tyndrum	1 & 2	123.0	Up Platform 1 / Down Platform 2
SC	0220	Wallyford	1 & 2	150.0	Up Platform 1 / Down Platform 2
SC	0220	Wemyss Bay	1	215.0	Bay Platform
SC	0220	Wemyss Bay	2	228.0	Bay Platform
SC	0220	West Calder	1	131.0	Down Platform
SC	0220	West Calder	2	129.0	Up Platform
SC	0220	West Kilbride		132.0	Single Platform
SC	0220	Wester Hailes	1 & 2	120.0	Up Platform 1 / Down Platform 2
SC	0220	Westerton	1	129.0	Up Platform
SC	0221	Westerton	2	125.0	Down Platform
SC	0221	Whifflet	1 & 2	130.0	Down Platform 1 / Up Platform 2
SC	0221	Whinhill		131.0	Single Platform
SC	0221	Whitecraigs	1	162.0	Down Platform
SC	0221	Whitecraigs	2	142.0	Up Platform
SC	0221	Wick		210.0	Bay Platform
SC	0221	Williamwood	1	151.0	Down Platform
SC	0221	Williamwood	2	152.0	Up Platform
SC	0221	Wishaw	1 & 2	144.0	Down Platform 1 / Up Platform 2
SC	0221	Woodhall	1	186.0	Up Platform
SC	0221	Woodhall	2	185.0	Down Platform
SC	0221	Yoker	1 & 2	155.0	Up Platform 1 / Down Platform 2
SX	0151	Aldrington	1 - Up Brighton	85	
SX	0151	Aldrington	2 - Down Brighton	85	
SX	0151	Amberley	1 – Up	99	
SX	0151	Amberley	2 – Down	114	
SX	0151	Anerley	1 - Up Slow	193	
SX	0151	Anerley	2 - Down Slow	167	
SX	0151	Angmering	1 - Up Brighton	135	
SX	0151	Angmering	2 - Down Brighton	136	
SX	0151	Appledore	1 - Up Hastings	87	
SX	0151	Appledore	2 - Down Hastings	80	
SX	0151	Arundel	1 - Up Horsham	253	
SX	0151	Arundel	2 - Down Horsham	244	
SX	0151	Ashford International	1 - Up Passenger Loop	265	Down direction
SX	0151	Ashford International	1 - Up Passenger Loop	265	Up direction
SX	0151	Ashford International	2 - Up Slow	265	Down direction
SX	0151	Ashford International	2 - Up Slow	265	Up direction
SX	0151	Ashford International	3 – Up International	412 #	Down direction International services only
SX	0151	Ashford International	3 - Up International	412 #	Up direction International services only
SX	0151	Ashford International	4 – Down International	412 #	Down direction International services only
SX	0151	Ashford International	4 - Down International	412 #	Up direction International services only
SX	0151	Ashford International	5 - Down Slow	260	Down direction
SX	0151	Ashford International	5 - Down Slow	260	Up direction
SX	0151	Ashford International	6 - Down Passenger Loop	260	Down direction
SX	0151	Ashford International	6 - Down Passenger Loop	260	Up direction
SX	0151	Ashurst	1 – Up	237	
SX	0151	Ashurst	2 – Down	237	
SX	0151	Balcombe	1 - Up Main	250	
SX	0151	Balcombe	2 - Down Main	166	
SX	0151	Balham	1 - Down Slow	201	
SX	0151	Balham	2 - Up Slow	203	
SX	0151	Balham	3 - Down Fast	163	
SX	0151	Balham	4 - Up Fast	163	
SX	0151	Banstead	Epsom Downs Single	163	Down direction
SX	0151	Banstead	Epsom Downs Single	163	Up direction
SX	0151	Barnham	1 - Down Passenger Loop	242	Down direction
SX	0151	Barnham	1 - Down Passenger Loop	242	Up direction
SX	0151	Barnham	2 - Down Main	243	
SX	0151	Barnham	3 - Up Main	244	
SX	0152	Battersea Park	2 - Up Atlantic	110	
SX	0152	Battersea Park	3 - Down Slow	201	
SX	0152	Battersea Park	4 - Up Slow	180	
SX	0152	Battersea Park	5 - Down Fast	165.3	
SX	0152	Battersea Pier Staff Halt	Brighton Reversible	3	Down direction
SX	0152	Battersea Pier Staff Halt	Brighton Reversible	3	Up direction
SX	0152	Belmont	Epsom Downs Single	159	Down direction
SX	0152	Belmont	Epsom Downs Single	159	Up direction
SX	0152	Berwick	1 - Up Main	156	
SX	0152	Berwick	2 - Down Main	157	
SX	0152	Betchworth	1 - Up Reading	95.3	
SX	0152	Betchworth	2 - Down Reading	140	
SX	0152	Bexhill	1 - Up Bexhill	254	
SX	0152	Bexhill	2 - Down Bexhill	286	
SX	0152	Billingshurst	1 – Up	167	
SX	0152	Billingshurst	2 – Down	185	
SX	0152	Birkbeck	Crystal Palace Single	158	Down direction
SX	0152	Birkbeck	Crystal Palace Single	158	Up direction
SX	0152	Bishopstone	Seaford Single	120	Down direction
SX	0152	Bishopstone	Seaford Single	120	Up direction
SX	0152	Bognor Regis	1	251	
SX	0152	Bognor Regis	2	253	
SX	0152	Bognor Regis	3	254	
SX	0152	Bognor Regis	4	130	
SX	0152	Bosham	1 – Up	156	
SX	0152	Bosham	2 – Down	179	
SX	0152	Boxhill and Westhumble	1 - Up Portsmouth	158	
SX	0152	Boxhill and Westhumble	2 - Down Portsmouth	158	
SX	0152	Brighton	1	234	
SX	0152	Brighton	2	278	
SX	0152	Brighton	3	250	From Preston Park direction complete
SX	0152	Brighton	3N	165	From Preston Park direction
SX	0152	Brighton	3S	85	From Hove direction
SX	0152	Brighton	4	250	
SX	0152	Brighton	5	248	
SX	0152	Brighton	6	250	
SX	0152	Brighton	7	250	
SX	0152	Brighton	8	240	
SX	0152	Brockley	1 - Up Slow	175	
SX	0152	Brockley	2 - Down Slow	175	
SX	0152	Burgess Hill	1 - Up Main	262	Down direction
SX	0152	Burgess Hill	1 - Up Main	262	Up direction
SX	0152	Burgess Hill	2 - Down Main	262	Down direction
SX	0152	Burgess Hill	2 - Down Main	262	Up direction
SX	0152	Buxted	Uckfield Single	238	Down direction
SX	0152	Buxted	Uckfield Single	238	Up direction
SX	0152	Canada Water	3 – Down	79	
SX	0152	Canada Water	4 – Up	79	
SX	0152	Canonbury	Eastbound Platform 2 ELL	123	
SX	0152	Canonbury	Westbound Platform 1 ELL	123	
SX	0152	Carshalton	1 - Up Portsmouth	201	
SX	0152	Carshalton	2 - Down Portsmouth	201	
SX	0153	Carshalton Beeches	1 – Up	167	
SX	0153	Carshalton Beeches	2 – Down	167	
SX	0153	Caterham	1 – Up	181	
SX	0153	Caterham	2 – Down	181	
SX	0153	Cheam	1 - Up Portsmouth	201	
SX	0153	Cheam	2 - Down Portsmouth	202	
SX	0153	Chichester	1 – Up	240	
SX	0153	Chichester	2 – Down	244	
SX	0153	Chipstead	1 - Up Tattenham	117	
SX	0153	Chipstead	2 - Down Tattenham	122	
SX	0153	Christ’s Hospital	1 – Up	152	
SX	0153	Christ’s Hospital	2 – Down	152	
SX	0153	Clapham Junction	12 - Up Fast	245	
SX	0153	Clapham Junction	13 - Down Fast	253	
SX	0153	Clapham Junction	14 - Up Slow	215	
SX	0153	Clapham Junction	15 - Down Slow	174	
SX	0153	Clapham Junction	16 - Down West London	171	8 cars
SX	0153	Clapham Junction	17 - Up West London	172	8 cars
SX	0153	Collington	1 - Up Bexhill	81	
SX	0153	Collington	2 - Down Bexhill	80	
SX	0153	Cooden Beach	1 - Up Bexhill	128	
SX	0153	Cooden Beach	2 - Down Bexhill	128	
SX	0153	Cooksbridge	1 - Up Lewes	180	
SX	0153	Cooksbridge	2 - Down Lewes	132	
SX	0153	Coulsdon South	1 - Up Redhill	246	
SX	0153	Coulsdon South	2 - Down Redhill	246	
SX	0153	Coulsdon Town	1 - Up Tattenham	161	
SX	0153	Coulsdon Town	2 - Down Tattenham	161	
SX	0153	Cowden	Uckfield Single	238	Down direction
SX	0153	Cowden	Uckfield Single	238	Up direction
SX	0153	Crawley	1 - Up Horsham	249	
SX	0153	Crawley	2 - Down Horsham	249	
SX	0153	Crowborough	1 – Up	237	
SX	0153	Crowborough	2 – Down	237	
